city,name,zip,address2,hours,state,location,address,services,type,id
Port Arthur,Port Arthur,77640,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 9-9; Sat: 9-9; Sun: 10-8,TX,"{u'lat': 29.94613, u'lon': -93.99523}",8725 Memorial Blvd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Samsung Experience Shop', u'Hablamos Espa\xf1ol']",BigBox,1545
Cincinnati,Eastgate,45245,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,OH,"{u'lat': 39.098297, u'lon': -84.275215}",650 Eastgate South Dr,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Apple Shop', u'Best Buy For Business', u'Samsung Experience', u'Sony Experience ', u'Electronics Recycling', u'Car & GPS Installation Services']",BigBox,154
Greensboro,Greensboro,27407,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,NC,"{u'lat': 36.05294, u'lon': -79.888687}",1701 South 40 Drive,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience', u'LG Experience ', u'Sony Experience ', u'Car & GPS Installation Services']",BigBox,155
Dublin,Tuttle Crossing,43016,,Mon: 10-10; Tue: 10-10; Wed: 10-10; Thurs: 10-10; Fri: 10-10; Sat: 10-10; Sun: 10-8,OH,"{u'lat': 40.07246, u'lon': -83.136299}",5800 Britton Pkwy,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Windows Store', u'Pacific Kitchen & Home', u'Samsung Experience', u'LG Experience ', u'Sony Experience ', u'Magnolia Home Theater', u'Car & GPS Installation Services']",BigBox,156
Orlando,East Colonial,32803,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,FL,"{u'lat': 28.553522, u'lon': -81.329285}",4601 East Colonial Drive,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Windows Store', u'Samsung Experience', u'LG Experience ', u'Sony Experience ', u'Magnolia Home Theater', u'Car & GPS Installation Services']",BigBox,157
Winston Salem,Winston-Salem,27103,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,NC,"{u'lat': 36.063457, u'lon': -80.308685}",1980 Griffith Rd,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience', u'LG Experience ', u'Sony Experience ', u'Car & GPS Installation Services']",BigBox,158
Nottingham,White Marsh,21236,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,MD,"{u'lat': 39.372471, u'lon': -76.454475}",5200 Campbell Blvd,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Best Buy Marine Powered by Geek Squad', u'Samsung Experience', u'LG Experience ', u'Car & GPS Installation Services', u'Magnolia Home Theater']",BigBox,159
Oakdale,Oakdale,55128,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,MN,"{u'lat': 44.950054, u'lon': -92.936394}",8301 3rd St N,"[u'Windows Store', u'Geek Squad Solution Central', u'Geek Squad Services', u'Apple Shop', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Pacific Kitchen & Home', u'Magnolia Design Center ', u'Samsung Experience', u'LG Experience ', u'Sony Experience ', u'Car & GPS Installation Services']",BigBox,15
Durham,Durham,27707,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,NC,"{u'lat': 35.954647, u'lon': -79.000542}",5454 New Hope Commons Dr,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Car & GPS Installation Services', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Samsung Experience Shop', u'Windows Store']",BigBox,160
Florence,Florence,41042,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,KY,"{u'lat': 39.014843, u'lon': -84.636383}",100 Meijer Dr.,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Windows Store', u'Samsung Experience', u'Camera Experience Shop ', u'Sony Experience ', u'Car & GPS Installation Services']",BigBox,161
Cleveland,Parma,44129,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,OH,"{u'lat': 41.419174, u'lon': -81.736519}",7400 Brookpark Rd,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Samsung Experience', u'LG Experience ', u'Sony Experience ', u'Car & GPS Installation Services']",BigBox,162
Annapolis,Annapolis,21401,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,MD,"{u'lat': 38.985939, u'lon': -76.555206}",2643 Housley Rd,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Best Buy Marine Powered by Geek Squad', u'Samsung Experience', u'Camera Experience Shop ', u'LG Experience ', u'Sony Experience ', u'Pacific Kitchen & Home', u'Magnolia Home Theater', u'Car & GPS Installation Services']",BigBox,163
Lone Tree,S.E. Denver,80124,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,CO,"{u'lat': 39.557278, u'lon': -104.8744}",8682 Park Meadows Center Dr,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Camera Experience Shop ', u'Electronics Recycling', u'Pacific Kitchen & Home', u'Samsung Experience', u'LG Experience ', u'Sony Experience ', u'Magnolia Design Center ', u'Car & GPS Installation Services']",BigBox,164
Braintree,South Shore Plaza,02184,#1098,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,MA,"{u'lat': 42.2166, u'lon': -71.0228}",250 Granite Street,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1658
Manchester,Mall of New Hampshire,03103,#N115,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,NH,"{u'lat': 42.954145, u'lon': -71.435981}",1500 South Willow Street,"[u'Best Buy Mobile Specialty Store', u'Best Buy For Business', u'Electronics Recycling']",Mobile,1659
Memphis,Memphis,38133,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,TN,"{u'lat': 35.201088, u'lon': -89.792839}",2755 Germantown Pkwy,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience', u'Camera Experience Shop ', u'LG Experience ', u'Car & GPS Installation Services']",BigBox,165
Boca Raton,Town Center at Boca Raton,33431,#1097,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,FL,"{u'lat': 26.364756, u'lon': -80.134027}",6000 Glades Road,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1660
Cambridge,Cambridgeside Galleria,02141,#W224,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-7,MA,"{u'lat': 42.367101, u'lon': -71.076376}",100 CambridgeSide Place,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1662
Salem,Mall at Rockingham Park,03079,#E127B,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,NH,"{u'lat': 42.767305, u'lon': -71.225321}",99 Rockingham Park Blvd,"[u'Best Buy Mobile Specialty Store', u'Best Buy For Business', u'Electronics Recycling']",Mobile,1663
Dallas,Galleria Dallas,75240,#3475,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,TX,"{u'lat': 32.931615, u'lon': -96.821136}",13350 Dallas Parkway,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling', u'Samsung Experience Shop']",Mobile,1664
Miami,Dolphin Mall,33172,STE #117A,Mon: 10-9:30; Tue: 10-9:30; Wed: 10-9:30; Thurs: 10-9:30; Fri: 10-9:30; Sat: 10-9:30; Sun: 11-8,FL,"{u'lat': 25.786696, u'lon': -80.377607}",11401 N.W. 12 Street,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Samsung Experience Shop']",Mobile,1665
North Attleboro,Emerald Square Mall,02760,#E131,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,MA,"{u'lat': 41.9443, u'lon': -71.3501}",999 South Washington Street,"[u'Best Buy Mobile Specialty Store', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol']",Mobile,1667
Fredericksburg,Fredericksburg,22401,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-10; Sat: 10-10; Sun: 11-8,VA,"{u'lat': 38.303417, u'lon': -77.505241}",1541 Carl D Silver Pkwy,"[u'Geek Squad Services', u'Best Buy Mobile', u'Apple Shop', u'Best Buy For Business', u'Geek Squad Solution Central', u'Hablamos Espa\xf1ol', u'Windows Store', u'Electronics Recycling', u'Samsung Experience', u'Car & GPS Installation Services', u'Magnolia Home Theater']",BigBox,166
Santa Ana,Main Place Mall,92705,#272,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-8; Sun: 11-7,CA,"{u'lat': 33.77649, u'lon': -117.867444}",2800 N. Main Street,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1673
Towson,Towson Town Center,21204,#3245,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,MD,"{u'lat': 39.40377, u'lon': -76.59934}",825 Dulaney Valley Rd,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1674
San Antonio,Ingram Park Mall,78238,Suite T11,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 12-6,TX,"{u'lat': 29.468969, u'lon': -98.620834}",6301 NW Loop 410,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1676
St. Cloud,Cross Roads Center,56301,#B0019,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,MN,"{u'lat': 45.553496, u'lon': -94.212963}",4101 West Division Street,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1677
Burnsville,Burnsville Center,55306,#2057,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-6,MN,"{u'lat': 44.743838, u'lon': -93.288968}",1178 Burnsville Center,"[u'Best Buy Mobile Specialty Store', u'Electronics Recycling']",Mobile,1679
The Woodlands,The Woodlands,77380,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 9-10; Sun: 10-8,TX,"{u'lat': 30.168343, u'lon': -95.458916}",1550 Lake Woodlands Dr,"[u'Windows Store', u'Geek Squad Solution Central', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Magnolia Design Center ', u'Pacific Kitchen & Home', u'Samsung Experience', u'Camera Experience Shop ', u'LG Experience ', u'Sony Experience ', u'Car & GPS Installation Services', u'Electronics Recycling']",BigBox,167
Mentor,Mentor,44060,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,OH,"{u'lat': 41.658512, u'lon': -81.365799}",7830 Plaza Blvd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Windows Store', u'Samsung Experience', u'Sony Experience ', u'Car & GPS Installation Services', u'Electronics Recycling']",BigBox,168
Knoxville,Knoxville,37923,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,TN,"{u'lat': 35.917561, u'lon': -84.082726}",8925 Towne And Country Cir,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Best Buy Marine Powered by Geek Squad', u'Pacific Kitchen & Home', u'Magnolia Design Center ', u'Samsung Experience', u'Sony Experience ', u'LG Experience ', u'Car & GPS Installation Services']",BigBox,169
West Des Moines,West Des Moines,50265,Ste 240,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 9-9; Sat: 9-9; Sun: 10-8,IA,"{u'lat': 41.599323, u'lon': -93.760139}",4100 University Ave,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Hablamos Espa\xf1ol', u'Pacific Kitchen & Home', u'Electronics Recycling', u'Samsung Experience', u'Camera Experience Shop ', u'LG Experience ', u'Magnolia Home Theater', u'Car & GPS Installation Services']",BigBox,16
Brentwood,Brentwood,37027,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,TN,"{u'lat': 35.971329, u'lon': -86.809196}",1600 Galleria Blvd,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Pacific Kitchen & Home', u'Camera Experience Shop ', u'Magnolia Design Center ', u'Samsung Experience', u'Sony Experience ', u'LG Experience ', u'Car & GPS Installation Services']",BigBox,170
Memphis,Winchester Rd,38125,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,TN,"{u'lat': 35.047077, u'lon': -89.804939}",7771 Winchester Rd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Windows Store', u'Samsung Experience', u'LG Experience ', u'Magnolia Home Theater', u'Car & GPS Installation Services']",BigBox,171
Madison,Rivergate,37115,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,TN,"{u'lat': 36.305931, u'lon': -86.68396}",2311 Gallatin Pike N,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Samsung Experience', u'Electronics Recycling', u'Car & GPS Installation Services']",BigBox,172
Fayetteville,Fayetteville,28314,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,NC,"{u'lat': 35.054249, u'lon': -78.97499}",2034 Skibo Rd,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Samsung Experience', u'LG Experience ', u'Sony Experience ', u'Car & GPS Installation Services']",BigBox,174
Gastonia,Gastonia,28056,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,NC,"{u'lat': 35.260777, u'lon': -81.122742}",3054 E Franklin Blvd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Windows Store', u'Samsung Experience', u'Car & GPS Installation Services']",BigBox,175
Anchorage,Northern Anchorage,99504,Suite G,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,AK,"{u'lat': 61.2311804, u'lon': -149.7414524}",1200 N. Muldoon Rd,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience Shop', u'Car & GPS Installation Services']",BigBox,1760
Park City,Park City,84098,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,UT,"{u'lat': 40.723462, u'lon': -111.537546}",1209 Center Drive,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Samsung Experience Shop', u'Car & GPS Installation Services', u'Magnolia Home Theater', u'Windows Store']",BigBox,1761
Pflugerville,Pflugerville,78660,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,TX,"{u'lat': 30.46995, u'lon': -97.59676}",19000 Limestone Commercial Dr,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Samsung Experience Shop', u'Car & GPS Installation Services']",BigBox,1762
Lady Lake,Lady Lake,32159,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,FL,"{u'lat': 28.9324, u'lon': -81.93613}",552 N Us Hwy 27,"[u'Geek Squad Services', u'Best Buy Mobile', u'Windows Store', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Samsung Experience', u'LG Experience ', u'Car & GPS Installation Services']",BigBox,1763
Downingtown,Downingtown,19335,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,PA,"{u'lat': 40.01808, u'lon': -75.68684}",871 E Lancaster Ave,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Windows Store', u'Samsung Experience', u'Car & GPS Installation Services', u'Hablamos Espa\xf1ol']",BigBox,1764
Charlotte,Blakeney,28277,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,NC,"{u'lat': 35.03367, u'lon': -80.80406}",9839 Rea Rd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Windows Store', u'Samsung Experience', u'Car & GPS Installation Services', u'Magnolia Home Theater']",BigBox,1767
Houston,East Houston,77049,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-10; Sat: 9-9; Sun: 10-8,TX,"{u'lat': 29.8145471, u'lon': -95.1640715}",6006 E. Sam Houston Pkwy N,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Samsung Experience Shop', u'Car & GPS Installation Services', u'Windows Store']",BigBox,1768
Chula Vista,Otay Ranch,91915,Ste 2300,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 32.62447, u'lon': -116.96856}",2015 Birch Rd ,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Windows Store', u'Sony Experience ', u'Samsung Experience', u'Car & GPS Installation Services', u'Magnolia Home Theater']",BigBox,1769
Fort Worth,Hulen,76132,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-10; Sat: 10-10; Sun: 11-8,TX,"{u'lat': 32.685406, u'lon': -97.409218}",5604 SW Loop 820,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Pacific Kitchen & Home', u'Hablamos Espa\xf1ol', u'Windows Store', u'Best Buy Marine Powered by Geek Squad', u'Samsung Experience', u'Sony Experience ', u'Magnolia Home Theater', u'Car & GPS Installation Services']",BigBox,176
Pottstown,Pottstown,19464,Suite 200,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,PA,"{u'lat': 40.2525952, u'lon': -75.677409}",Upland Square Drive ,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Samsung Experience Shop', u'Car & GPS Installation Services']",BigBox,1771
Frisco,Eldorado Pkwy,75034,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-10; Sat: 10-10; Sun: 11-8,TX,"{u'lat': 33.17477, u'lon': -96.83974}",5299 Eldorado Pkwy,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Windows Store', u'Samsung Experience', u'LG Experience ', u'Magnolia Home Theater', u'Car & GPS Installation Services', u'Hablamos Espa\xf1ol']",BigBox,1773
Highland,Highland,46322,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,IN,"{u'lat': 41.52766, u'lon': -87.46818}",10243 Indianapolis Blvd,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Samsung Experience', u'LG Experience ', u'Electronics Recycling', u'Car & GPS Installation Services']",BigBox,1774
Lanham,Woodmore Towne Centre,20706,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,MD,"{u'lat': 38.965273, u'lon': -76.840031}",2300 Petrie Lane,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Hablamos Espa\xf1ol', u'Samsung Experience Shop', u'Electronics Recycling', u'Car & GPS Installation Services']",BigBox,1776
Chicago,Kimball & Belmont,60618,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,IL,"{u'lat': 41.94017, u'lon': -87.71181}",3262 W Belmont Ave,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Samsung Experience Shop', u'Car & GPS Installation Services']",BigBox,1777
North Aurora,North Aurora,60542,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,IL,"{u'lat': 41.79631, u'lon': -88.36679}",1830 Towne Centre Drive,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Hablamos Espa\xf1ol', u'Samsung Experience Shop', u'Electronics Recycling', u'Car & GPS Installation Services']",BigBox,1778
Phoenix,Ahwatukee,85044,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,AZ,"{u'lat': 33.318554, u'lon': -111.97346}",5051 East Ray Rd,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience', u'Sony Experience ', u'Magnolia Home Theater', u'Car & GPS Installation Services']",BigBox,177
Allen,Allen,75002,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-10; Sat: 10-10; Sun: 11-8,TX,"{u'lat': 33.1267, u'lon': -96.65549}",190 E Stacy Rd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Windows Store', u'Samsung Experience', u'Car & GPS Installation Services', u'Hablamos Espa\xf1ol']",BigBox,1780
D'Iberville,D'Iberville,39540,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-10; Sat: 10-10; Sun: 10-8,MS,"{u'lat': 30.455229, u'lon': -88.898948}",3889 Promenade Parkway,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Samsung Experience Shop', u'Car & GPS Installation Services']",BigBox,1781
Duarte,Duarte,91010,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,CA,"{u'lat': 34.1361651, u'lon': -117.9863071}",1470 Mountain Ave.,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Samsung Experience Shop', u'Car & GPS Installation Services', u'Windows Store']",BigBox,1782
Sparks,East Sparks,89434,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 10-8,NV,"{u'lat': 39.53096, u'lon': -119.71764}",1315 Scheels Drive,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Samsung Experience Shop', u'Car & GPS Installation Services']",BigBox,1783
McAllen,West McAllen,78501,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,TX,"{u'lat': 26.19618, u'lon': -98.25903}",3400 E Expressway 83,"[u'Windows Store', u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Samsung Experience', u'LG Experience ', u'Car & GPS Installation Services', u'Hablamos Espa\xf1ol']",BigBox,1784
Prattville,Prattville,36066,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,AL,"{u'lat': 32.45631, u'lon': -86.39852}",2431 Cobbs Ford Rd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Samsung Experience Shop', u'Car & GPS Installation Services']",BigBox,1785
Moore,Moore,73160,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-10; Sat: 9-10; Sun: 10-8,OK,"{u'lat': 35.31384, u'lon': -97.48714}",2700 S Service Rd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Electronics Recycling', u'Samsung Experience Shop', u'Car & GPS Installation Services', u'Windows Store']",BigBox,1787
Cedar Park,Cedar Park,78613,,Mon: 10-9; Tue: 10-9; Wed: 10-9; Thurs: 10-9; Fri: 10-9; Sat: 10-9; Sun: 11-8,TX,"{u'lat': 30.468731, u'lon': -97.79863}",11066 Pecan Park Blvd,"[u'Geek Squad Services', u'Best Buy Mobile', u'Best Buy For Business', u'Apple Shop', u'Electronics Recycling', u'Hablamos Espa\xf1ol', u'Car & GPS Installation Services', u'Windows Store', u'Samsung Experience', u'Sony Experience ', u'Pacific Kitchen & Home']",BigBox,178
