sku,category,name,url,price,upc,shipping,model,manufacturer,type,image,description
43900,"[{u'id': u'pcmcat312300050015', u'name': u'Connected Home & Housewares'}, {u'id': u'pcmcat248700050021', u'name': u'Housewares'}, {u'id': u'pcmcat303600050001', u'name': u'Household Batteries'}, {u'id': u'abcat0208002', u'name': u'Alkaline Batteries'}]",Duracell - AAA Batteries (4-Pack),http://www.bestbuy.com/site/duracell-aaa-batteries-4-pack/43900.p?id=1051384074145&skuId=43900&cmp=RMXCC,5.49,041333424019,5.49,MN2400B4Z,Duracell,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/4390/43900_sa.jpg,Compatible with select electronic devices; AAA size; DURALOCK Power Preserve technology; 4-pack
48530,"[{u'id': u'pcmcat312300050015', u'name': u'Connected Home & Housewares'}, {u'id': u'pcmcat248700050021', u'name': u'Housewares'}, {u'id': u'pcmcat303600050001', u'name': u'Household Batteries'}, {u'id': u'abcat0208002', u'name': u'Alkaline Batteries'}]",Duracell - AA 1.5V CopperTop Batteries (4-Pack),http://www.bestbuy.com/site/duracell-aa-1-5v-coppertop-batteries-4-pack/48530.p?id=1099385268988&skuId=48530&cmp=RMXCC,5.49,041333415017,5.49,MN1500B4Z,Duracell,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/4853/48530_sa.jpg,"Long-lasting energy; DURALOCK Power Preserve technology; for toys, clocks, radios, games, remotes, PDAs and more"
127687,"[{u'id': u'pcmcat312300050015', u'name': u'Connected Home & Housewares'}, {u'id': u'pcmcat248700050021', u'name': u'Housewares'}, {u'id': u'pcmcat303600050001', u'name': u'Household Batteries'}, {u'id': u'abcat0208002', u'name': u'Alkaline Batteries'}]",Duracell - AA Batteries (8-Pack),http://www.bestbuy.com/site/duracell-aa-batteries-8-pack/127687.p?id=1051384045676&skuId=127687&cmp=RMXCC,7.49,041333825014,5.49,MN1500B8Z,Duracell,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/1276/127687_sa.jpg,Compatible with select electronic devices; AA size; DURALOCK Power Preserve technology; 8-pack
150115,"[{u'id': u'pcmcat312300050015', u'name': u'Connected Home & Housewares'}, {u'id': u'pcmcat248700050021', u'name': u'Housewares'}, {u'id': u'pcmcat303600050001', u'name': u'Household Batteries'}, {u'id': u'abcat0208002', u'name': u'Alkaline Batteries'}]",Energizer - MAX Batteries AA (4-Pack),http://www.bestbuy.com/site/energizer-max-batteries-aa-4-pack/150115.p?id=1051384046217&skuId=150115&cmp=RMXCC,4.99,039800011329,5.49,E91BP-4,Energizer,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/1501/150115_sa.jpg,4-pack AA alkaline batteries; battery tester included
185230,"[{u'id': u'pcmcat312300050015', u'name': u'Connected Home & Housewares'}, {u'id': u'pcmcat248700050021', u'name': u'Housewares'}, {u'id': u'pcmcat303600050001', u'name': u'Household Batteries'}, {u'id': u'abcat0208002', u'name': u'Alkaline Batteries'}]",Duracell - C Batteries (4-Pack),http://www.bestbuy.com/site/duracell-c-batteries-4-pack/185230.p?id=1051384046486&skuId=185230&cmp=RMXCC,8.99,041333440019,5.49,MN1400R4Z,Duracell,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/1852/185230_sa.jpg,Compatible with select electronic devices; C size; DURALOCK Power Preserve technology; 4-pack
185267,"[{u'id': u'pcmcat312300050015', u'name': u'Connected Home & Housewares'}, {u'id': u'pcmcat248700050021', u'name': u'Housewares'}, {u'id': u'pcmcat303600050001', u'name': u'Household Batteries'}, {u'id': u'abcat0208002', u'name': u'Alkaline Batteries'}]",Duracell - D Batteries (4-Pack),http://www.bestbuy.com/site/duracell-d-batteries-4-pack/185267.p?id=1051384046551&skuId=185267&cmp=RMXCC,9.99,041333430010,5.99,MN1300R4Z,Duracell,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/1852/185267_sa.jpg,Compatible with select electronic devices; D size; DURALOCK Power Preserve technology; 4-pack
312290,"[{u'id': u'pcmcat312300050015', u'name': u'Connected Home & Housewares'}, {u'id': u'pcmcat248700050021', u'name': u'Housewares'}, {u'id': u'pcmcat303600050001', u'name': u'Household Batteries'}, {u'id': u'abcat0208002', u'name': u'Alkaline Batteries'}]",Duracell - 9V Batteries (2-Pack),http://www.bestbuy.com/site/duracell-9v-batteries-2-pack/312290.p?id=1051384050321&skuId=312290&cmp=RMXCC,7.99,041333216010,5.49,MN1604B2Z,Duracell,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/3122/312290_sa.jpg,Compatible with select electronic devices; alkaline chemistry; 9V size; DURALOCK Power Preserve technology; 2-pack
324884,"[{u'id': u'pcmcat113100050015', u'name': u'Carfi Instore Only'}]",Directed Electronics - Viper Audio Glass Break Sensor,http://www.bestbuy.com/site/directed-electronics-viper-audio-glass-break-sensor/324884.p?id=1112808077651&skuId=324884&cmp=RMXCC,39.99,093207005060,0,506T,Directed Electronics,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/3248/324884_rc.jpg,From our expanded online assortment; compatible with Directed Electronics alarm systems; microphone and microprocessor detect and analyze intrusions; detects quiet glass breaks
333179,"[{u'id': u'pcmcat312300050015', u'name': u'Connected Home & Housewares'}, {u'id': u'pcmcat248700050021', u'name': u'Housewares'}, {u'id': u'pcmcat303600050001', u'name': u'Household Batteries'}, {u'id': u'abcat0208006', u'name': u'Specialty Batteries'}]",Energizer - N Cell E90 Batteries (2-Pack),http://www.bestbuy.com/site/energizer-n-cell-e90-batteries-2-pack/333179.p?id=1185268509951&skuId=333179&cmp=RMXCC,5.99,039800013200,5.49,E90BP-2,Energizer,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/3331/333179_sa.jpg,Alkaline batteries; 1.5V
346575,"[{u'id': u'abcat0300000', u'name': u'Car Electronics & GPS'}, {u'id': u'pcmcat165900050023', u'name': u'Car Installation Parts & Accessories'}, {u'id': u'pcmcat331600050007', u'name': u'Car Audio Installation Parts'}, {u'id': u'pcmcat165900050031', u'name': u'Deck Installation Parts'}, {u'id': u'pcmcat165900050033', u'name': u'Dash Installation Kits'}]","Metra - Radio Installation Dash Kit for Most 1989-2000 Ford, Lincoln & Mercury Vehicles - Black",http://www.bestbuy.com/site/metra-radio-installation-dash-kit-for-most-1989-2000-ford-lincoln-mercury-vehicles-black/346575.p?id=1218118704590&skuId=346575&cmp=RMXCC,16.99,086429002757,0,99-5512,Metra,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/3465/346575_rc.jpg,"From our expanded online assortment; compatible with most 1989-2000 Ford, Lincoln and Mercury vehicles; snap-in TurboKit offers fast installation; spacer/trim ring; rear support bracket"
346646,"[{u'id': u'abcat0300000', u'name': u'Car Electronics & GPS'}, {u'id': u'pcmcat165900050023', u'name': u'Car Installation Parts & Accessories'}, {u'id': u'pcmcat331600050007', u'name': u'Car Audio Installation Parts'}, {u'id': u'pcmcat165900050031', u'name': u'Deck Installation Parts'}, {u'id': u'pcmcat165900050033', u'name': u'Dash Installation Kits'}]",Metra - Radio Dash Multikit for Select GM Vehicles - Black,http://www.bestbuy.com/site/metra-radio-dash-multikit-for-select-gm-vehicles-black/346646.p?id=1210376657731&skuId=346646CC,16.99,086429003273,0,99-4500,Metra,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/3466/346646_rc.jpg,From our expanded online assortment; compatible with select GM vehicles; plastic material
347137,"[{u'id': u'abcat0300000', u'name': u'Car Electronics & GPS'}, {u'id': u'pcmcat165900050023', u'name': u'Car Installation Parts & Accessories'}, {u'id': u'pcmcat331600050007', u'name': u'Car Audio Installation Parts'}, {u'id': u'pcmcat165900050031', u'name': u'Deck Installation Parts'}, {u'id': u'pcmcat165900050034', u'name': u'Deck Harnesses'}]",Metra - Wiring Harness for Select 1998-2008 Ford Vehicles - Multicolored,http://www.bestbuy.com/site/metra-wiring-harness-for-select-1998-2008-ford-vehicles-multicolored/347137.p?id=1142290459780&skuId=347137&cmp=RMXCC,16.99,086429056514,0,70-1771,Metra,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/9852/9852688_sa.jpg,Compatible with select 1998-2008 Ford vehicles; connects an aftermarket radio to a vehicle's harness
347146,"[{u'id': u'abcat0300000', u'name': u'Car Electronics & GPS'}, {u'id': u'pcmcat165900050023', u'name': u'Car Installation Parts & Accessories'}, {u'id': u'pcmcat331600050007', u'name': u'Car Audio Installation Parts'}, {u'id': u'pcmcat165900050031', u'name': u'Deck Installation Parts'}, {u'id': u'pcmcat165900050034', u'name': u'Deck Harnesses'}]",Metra - Turbo Wire Aftermarket Radio Wire Harness Adapter for Select Vehicles,http://www.bestbuy.com/site/metra-turbo-wire-aftermarket-radio-wire-harness-adapter-for-select-vehicles/347146.p?id=1183160746244&skuId=347146&cmp=RMXCC,16.99,086429056507,0,70-1721,Metra,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/3471/347146_rc.jpg,Compatible with Honda and Acura vehicles; connects an aftermarket radio to your car's harness
347155,"[{u'id': u'abcat0300000', u'name': u'Car Electronics & GPS'}, {u'id': u'pcmcat165900050023', u'name': u'Car Installation Parts & Accessories'}, {u'id': u'pcmcat331600050007', u'name': u'Car Audio Installation Parts'}, {u'id': u'pcmcat165900050031', u'name': u'Deck Installation Parts'}, {u'id': u'pcmcat165900050034', u'name': u'Deck Harnesses'}]",Metra - Wiring Harness for Most 1986-1998 Honda Acura Vehicles - Multicolored,http://www.bestbuy.com/site/metra-wiring-harness-for-most-1986-1998-honda-acura-vehicles-multicolored/347155.p?id=1142292396747&skuId=347155&cmp=RMXCC,16.99,086429002597,0,70-1720,Metra,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/3471/347155_rc.jpg,Compatible with most 1986-1998 Honda Acura vehicles; connects an aftermarket radio to a vehicle's harness
347333,"[{u'id': u'abcat0300000', u'name': u'Car Electronics & GPS'}, {u'id': u'pcmcat165900050023', u'name': u'Car Installation Parts & Accessories'}, {u'id': u'pcmcat331600050007', u'name': u'Car Audio Installation Parts'}, {u'id': u'pcmcat165900050031', u'name': u'Deck Installation Parts'}, {u'id': u'pcmcat165900050032', u'name': u'Antennas & Adapters'}]",METRA - Antenna Cable Adapter - Black,http://www.bestbuy.com/site/metra-antenna-cable-adapter-black/347333.p?id=1169512349334&skuId=347333&cmp=RMXCC,13.99,086429007189,0,40VW10,METRA,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/3473/347333_sa.jpg,Compatible with select 1988-2005 vehicles; adapts an aftermarket antenna to OEM radios; flat plug
349572,"[{u'id': u'pcmcat298100050010', u'name': u'In-Store Only'}]",INSTALL - PORTABLE RADAR DETECTOR INST,http://www.bestbuy.com/site/install-portable-radar-detector-inst/349572.p?id=1218019625086&skuId=349572&cmp=RMXCC,29.99,400003495726,,PRT RDR IN,INSTALL,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/nonsku/default_hardlines_m.gif,PORTABLE RADAR DETECTOR INST
373642,"[{u'id': u'pcmcat312300050015', u'name': u'Connected Home & Housewares'}, {u'id': u'abcat0802000', u'name': u'Telephones & Communication'}, {u'id': u'abcat0811011', u'name': u'Telephone Accessories'}, {u'id': u'abcat0811012', u'name': u'Cordless Phone Batteries'}]",Jensen - 3.6V NiCad Battery for 900MHz Phones,http://www.bestbuy.com/site/jensen-3-6v-nicad-battery-for-900mhz-phones/373642.p?id=1051384793767&skuId=373642&cmp=RMXCC,19.99,044476085840,5.49,P-3303,Jensen,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/3736/373642_rc.jpg,Rechargeable 3.6V 300 mAh NiCad battery for GE 2-9614 model cordless phones
478398,"[{u'id': u'abcat0300000', u'name': u'Car Electronics & GPS'}, {u'id': u'pcmcat165900050023', u'name': u'Car Installation Parts & Accessories'}, {u'id': u'pcmcat331600050007', u'name': u'Car Audio Installation Parts'}, {u'id': u'pcmcat165900050031', u'name': u'Deck Installation Parts'}, {u'id': u'pcmcat165900050033', u'name': u'Dash Installation Kits'}]","Metra - Radio Installation Dash Kit for Select Ford, Mazda and Mercury Vehicles (Pair) - Black",http://www.bestbuy.com/site/metra-radio-installation-dash-kit-for-select-ford-mazda-and-mercury-vehicles-pair-black/478398.p?id=1185268614282&skuId=478398&cmp=RMXCC,16.99,086429018871,0,99-5600,Metra,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/4783/478398_rc.jpg,"From our expanded online assortment; compatible with select Ford, Mazda and Mercury vehicles; allows the installation of an aftermarket radio into the factory dash location; high-grade ABS plastic material"
612732,"[{u'id': u'abcat0300000', u'name': u'Car Electronics & GPS'}, {u'id': u'pcmcat165900050023', u'name': u'Car Installation Parts & Accessories'}, {u'id': u'pcmcat331600050007', u'name': u'Car Audio Installation Parts'}, {u'id': u'pcmcat165900050031', u'name': u'Deck Installation Parts'}, {u'id': u'pcmcat165900050033', u'name': u'Dash Installation Kits'}]","Metra - 1/4"" DIN Trim Ring for Most Vehicles",http://www.bestbuy.com/site/metra-1-4-din-trim-ring-for-most-vehicles/612732.p?id=1179531744934&skuId=612732&cmp=RMXCC,10.99,086429005536,0,89-30-0250,Metra,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/6127/612732_sa.jpg,Compatible with most vehicles; designed for the installation of an aftermarket radio
643600,"[{u'id': u'abcat0300000', u'name': u'Car Electronics & GPS'}, {u'id': u'pcmcat165900050023', u'name': u'Car Installation Parts & Accessories'}, {u'id': u'pcmcat331600050007', u'name': u'Car Audio Installation Parts'}, {u'id': u'pcmcat165900050031', u'name': u'Deck Installation Parts'}, {u'id': u'pcmcat165900050034', u'name': u'Deck Harnesses'}]",Metra - Turbowire Radio Harness Adapter for Select Jeep Vehicles,http://www.bestbuy.com/site/metra-turbowire-radio-harness-adapter-for-select-jeep-vehicles/643600.p?id=1183160746436&skuId=643600&cmp=RMXCC,16.99,086429003341,0,70-1002,Metra,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/6436/643600_rc.jpg,Compatible with select Jeep vehicles; ABS and vinyl construction; colored-coded wires
643628,"[{u'id': u'abcat0300000', u'name': u'Car Electronics & GPS'}, {u'id': u'pcmcat165900050023', u'name': u'Car Installation Parts & Accessories'}, {u'id': u'pcmcat331600050007', u'name': u'Car Audio Installation Parts'}, {u'id': u'pcmcat165900050031', u'name': u'Deck Installation Parts'}, {u'id': u'pcmcat165900050034', u'name': u'Deck Harnesses'}]",Metra - Speaker Connector for Select Volkswagen Vehicles,http://www.bestbuy.com/site/metra-speaker-connector-for-select-volkswagen-vehicles/643628.p?id=1183160746500&skuId=643628&cmp=RMXCC,16.99,086429113255,0,VW-9000,Metra,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/6436/643628_rc.jpg,Compatible with select Volkswagen vehicles; connects a speaker to the vehicle's stereo; easy installation
643691,"[{u'id': u'abcat0300000', u'name': u'Car Electronics & GPS'}, {u'id': u'pcmcat165900050023', u'name': u'Car Installation Parts & Accessories'}, {u'id': u'pcmcat331600050007', u'name': u'Car Audio Installation Parts'}, {u'id': u'pcmcat165900050031', u'name': u'Deck Installation Parts'}, {u'id': u'pcmcat165900050034', u'name': u'Deck Harnesses'}]",Metra - Speaker Connector for Select Mitsubishi and Chrysler Vehicles,http://www.bestbuy.com/site/metra-speaker-connector-for-select-mitsubishi-and-chrysler-vehicles/643691.p?id=1218019642861&skuId=643691&cmp=RMXCC,19.99,086429002528,0,70-1743,Metra,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/6436/643691_rc.jpg,From our expanded online assortment; compatible with 1987 - 1993 Mitsubishi and Chrysler vehicles; color-coded wires
643717,"[{u'id': u'abcat0300000', u'name': u'Car Electronics & GPS'}, {u'id': u'pcmcat165900050023', u'name': u'Car Installation Parts & Accessories'}, {u'id': u'pcmcat331600050007', u'name': u'Car Audio Installation Parts'}, {u'id': u'pcmcat165900050031', u'name': u'Deck Installation Parts'}, {u'id': u'pcmcat165900050034', u'name': u'Deck Harnesses'}]",Metra - Wiring Harness for Most 1990-2001 Mazda Vehicles - Multicolored,http://www.bestbuy.com/site/metra-wiring-harness-for-most-1990-2001-mazda-vehicles-multicolored/643717.p?id=1142291937563&skuId=643717&cmp=RMXCC,16.99,086429002627,0,70-7901,Metra,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/6437/643717_rc.jpg,Compatible with most 1990-2001 Mazda vehicles; connects an aftermarket radio to a vehicle's harness
673890,"[{u'id': u'abcat0300000', u'name': u'Car Electronics & GPS'}, {u'id': u'pcmcat165900050023', u'name': u'Car Installation Parts & Accessories'}, {u'id': u'pcmcat331600050007', u'name': u'Car Audio Installation Parts'}, {u'id': u'pcmcat165900050031', u'name': u'Deck Installation Parts'}, {u'id': u'pcmcat165900050033', u'name': u'Dash Installation Kits'}]",Metra - Professional Installer Series TurboKit,http://www.bestbuy.com/site/metra-professional-installer-series-turbokit/673890.p?id=1118842643714&skuId=673890&cmp=RMXCC,16.99,086429003792,0,99-3410,Metra,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/9852/9852688_sa.jpg,"From our expanded online assortment; compatible with select Chevrolet, Geo and Suzuki vehicles; allows installation of an aftermarket radio; provision for a 1/4"" or 1/2"" DIN equalizer; mounts precisely to OEM radio mounting positions"
677379,"[{u'id': u'abcat0300000', u'name': u'Car Electronics & GPS'}, {u'id': u'pcmcat165900050023', u'name': u'Car Installation Parts & Accessories'}, {u'id': u'pcmcat331600050007', u'name': u'Car Audio Installation Parts'}, {u'id': u'pcmcat165900050031', u'name': u'Deck Installation Parts'}, {u'id': u'pcmcat165900050034', u'name': u'Deck Harnesses'}]",Metra - Wiring Harness for Most 1987 and Later Toyota Scion Vehicles - Multicolored,http://www.bestbuy.com/site/metra-wiring-harness-for-most-1987-and-later-toyota-scion-vehicles-multicolored/677379.p?id=1142292397025&skuId=677379&cmp=RMXCC,16.99,086429002658,0,70-1761,Metra,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/6773/677379_rc.jpg,Compatible with most 1987 and later Toyota Scion vehicles; connects an aftermarket radio to a vehicle's harness
1002651,"[{u'id': u'abcat0300000', u'name': u'Car Electronics & GPS'}, {u'id': u'abcat0302000', u'name': u'Car Audio'}, {u'id': u'abcat0302034', u'name': u'Car Subwoofers & Enclosures'}, {u'id': u'abcat0302037', u'name': u'Car Subwoofers'}]","Polk Audio - 12"" Single-Voice-Coil 4-Ohm Subwoofer - Black",http://www.bestbuy.com/site/polk-audio-12-single-voice-coil-4-ohm-subwoofer-black/1002651.p?id=1218207304075&skuId=1002651&cmp=RMXCC,99.99,747192120672,0,DXi124 SVC,Polk Audio,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/1002/1002651_sa.jpg,720W peak power handling; Klippel-optimized driver components; polymer woofer cone; butyl rubber surround
1003003,"[{u'id': u'abcat0207000', u'name': u'Musical Instruments'}, {u'id': u'pcmcat152100050020', u'name': u'Recording Equipment'}, {u'id': u'pcmcat152100050026', u'name': u'Sound Recording Software'}]",Hard Rock TrackPak - Mac,http://www.bestbuy.com/site/hard-rock-trackpak-mac/1003003.p?id=1219460773621&skuId=1003003CC,29.99,884088157425,5.49,631384,Hal Leonard,Software,http://img.bbystatic.com/BestBuy_US/images/products/1003/1003003_sa.jpg,"HAL LEONARD Hard Rock TrackPak: Features 12 hard rock and metal Apple Loops; compatible with GarageBand; includes guitars, bass, drums and synth parts"
1003012,"[{u'id': u'pcmcat252700050006', u'name': u'Toys, Games & Drones'}, {u'id': u'pcmcat244200050008', u'name': u'TV, Movie & Character Toys'}, {u'id': u'pcmcat313400050000', u'name': u'Music Memorabilia'}]",Aquarius - Fender Playing Cards Gift Tin - Red/Black,http://www.bestbuy.com/site/aquarius-fender-playing-cards-gift-tin-red-black/1003012.p?id=1219460762329&skuId=1003012CC,13.99,840391103474,5.49,104048,Aquarius,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/1003/1003012_sa.jpg,AQUARIUS Fender Playing Cards Gift Tin: 2 decks; hinged gift tin; 52 different images per deck
1003021,"[{u'id': u'abcat0207000', u'name': u'Musical Instruments'}, {u'id': u'abcat0208024', u'name': u'Musical Instrument Accessories'}, {u'id': u'pcmcat151600050042', u'name': u'Keyboard Accessories'}]",LoDuca Bros Inc - Deluxe Keyboard Bench - Black,http://www.bestbuy.com/site/loduca-bros-inc-deluxe-keyboard-bench-black/1003021.p?id=1219460755391&skuId=1003021&cmp=RMXCC,79.99,013148475753,0,47575,LoDuca Bros Inc,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/1003/1003021_sa.jpg,"LODUCA BROS. INC. Deluxe Keyboard Bench: Metal base; 13"" x 24"" padded seat; cross brace for support; adjusts to 3 different heights; can fit up to 2 people; folding design"
1003049,"[{u'id': u'pcmcat252700050006', u'name': u'Toys, Games & Drones'}, {u'id': u'pcmcat244200050008', u'name': u'TV, Movie & Character Toys'}, {u'id': u'pcmcat287400050019', u'name': u'More Pop Culture Merchandise'}]",Trumpet Multimedia - Trumpets That Work 2015 Calendar - Black,http://www.bestbuy.com/site/trumpet-multimedia-trumpets-that-work-2015-calendar-black/1003049.p?id=1219460775571&skuId=1003049CC,23.95,888680029050,5.49,137869,Trumpet Multimedia,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/1003/1003049_sa.jpg,TRUMPET MULTIMEDIA Trumpets That Work 2015 Calendar: 2015 calendar; Trumpets That Work design
1003067,"[{u'id': u'abcat0207000', u'name': u'Musical Instruments'}, {u'id': u'pcmcat152100050020', u'name': u'Recording Equipment'}, {u'id': u'pcmcat152100050026', u'name': u'Sound Recording Software'}]",Pro Tools Tier 1 Audio Plug-In for PC and Mac Activation Card - Windows|Mac,http://www.bestbuy.com/site/pro-tools-tier-1-audio-plug-in-for-pc-and-mac-activation-card-windowsmac/1003067.p?id=1219460762559&skuId=1003067CC,99,724643116026,0,99006543700,Avid,Software,http://img.bbystatic.com/BestBuy_US/images/products/1003/1003067_sa.jpg,"AVID Pro Tools Tier 1 Audio Plug-In for PC and Mac Activation Card: Compatible with PC and Mac; redeemable for a (TL) Aggro, Bruno/Reso, Cosmonaut Voice, DINR, (TL) Drum Rehab, (TL) EveryPhase, Reel Tape Saturation or other Avid Tier 1-level plug-in"
1003076,"[{u'id': u'abcat0207000', u'name': u'Musical Instruments'}, {u'id': u'pcmcat152100050035', u'name': u'Microphones & Live Sound'}, {u'id': u'pcmcat152200050008', u'name': u'Live Sound Speakers'}, {u'id': u'pcmcat152200050009', u'name': u'Speaker Monitors'}]",M-Audio - BX8 D2 Studio Monitors (Pair) - Black,http://www.bestbuy.com/site/m-audio-bx8-d2-studio-monitors-pair-black/1003076.p?id=1219460756365&skuId=1003076CC,599.95,724643114053,0,99006517500,M-Audio,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/1003/1003076_sa.jpg,"M-AUDIO BX8 D2 Studio Monitors (Pair): Custom Class AB analog amplifiers; woven low-frequency driver; waveguide-loaded silk-dome tweeter; XLR and 1/4"" inputs"
1003085,"[{u'id': u'pcmcat252700050006', u'name': u'Toys, Games & Drones'}, {u'id': u'pcmcat244200050008', u'name': u'TV, Movie & Character Toys'}, {u'id': u'pcmcat287400050019', u'name': u'More Pop Culture Merchandise'}]",Aquarius - Grateful Dead Skull Logo Chunky Magnet - Red/White/Blue,http://www.bestbuy.com/site/aquarius-grateful-dead-skull-logo-chunky-magnet-red-white-blue/1003085.p?id=1219460769143&skuId=1003085CC,5.99,184709950580,5.49,95058,Aquarius,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/1003/1003085_sa.jpg,AQUARIUS Grateful Dead Skull Logo Chunky Magnet: Features the iconic Grateful Dead skull logo; magnet; chunky design
1003109,"[{u'id': u'abcat0207000', u'name': u'Musical Instruments'}, {u'id': u'pcmcat152100050020', u'name': u'Recording Equipment'}, {u'id': u'pcmcat152100050022', u'name': u'Audio Interfaces'}]",Alesis - AcousticLink Guitar Recording Pack - White,http://www.bestbuy.com/site/alesis-acousticlink-guitar-recording-pack-white/1003109.p?id=1219460761542&skuId=1003109&cmp=RMXCC,79,694318010211,0,ACOUSTICLIN,Alesis,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/1003/1003109_sa.jpg,"ALESIS AcousticLink Guitar Recording Pack: Compatible with most guitars with a 1/4"" connector; built-in analog-to-digital conversion; includes a 16.5' GuitarLink 1/4""-to-USB cable, no-drill acoustic guitar pickup and Cubase LE recording software"
1003127,"[{u'id': u'abcat0207000', u'name': u'Musical Instruments'}, {u'id': u'pcmcat152100050020', u'name': u'Recording Equipment'}, {u'id': u'pcmcat152100050026', u'name': u'Sound Recording Software'}]",Modern Rock TrackPak - Mac,http://www.bestbuy.com/site/modern-rock-trackpak-mac/1003127.p?id=1219460761655&skuId=1003127CC,29.95,073999891799,5.49,740314,Hal Leonard,Software,http://img.bbystatic.com/BestBuy_US/images/products/1003/1003127_sa.jpg,"HAL LEONARD Modern Rock TrackPak: Features 12 modern rock Apple Loops; compatible with GarageBand; includes complete songs, plus individual loops, beats, grooves and riffs for each song's instruments"
1003136,"[{u'id': u'abcat0207000', u'name': u'Musical Instruments'}, {u'id': u'pcmcat152100050020', u'name': u'Recording Equipment'}, {u'id': u'pcmcat152100050026', u'name': u'Sound Recording Software'}]",1970s Rock TrackPak - Mac,http://www.bestbuy.com/site/1970s-rock-trackpak-mac/1003136.p?id=1219460771903&skuId=1003136CC,29.99,884088157449,5.49,631386,Hal Leonard,Software,http://img.bbystatic.com/BestBuy_US/images/products/1003/1003136_sa.jpg,HAL LEONARD 1970s Rock TrackPak: Features 12 classic rock songs; compatible with GarageBand; includes loops for each instrument
1003145,"[{u'id': u'abcat0207000', u'name': u'Musical Instruments'}, {u'id': u'abcat0208024', u'name': u'Musical Instrument Accessories'}, {u'id': u'pcmcat157700050041', u'name': u'Other Musical Instrument Accessories'}]",LoDuca Bros Inc - Professional Digital Photo Studio Kit - Black/White/Blue,http://www.bestbuy.com/site/loduca-bros-inc-professional-digital-photo-studio-kit-black-white-blue/1003145.p?id=1219460763926&skuId=1003145CC,49.99,013148051254,0,5125,LoDuca Bros Inc,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/1003/1003145_rc.jpg,"LODUCA BROS INC Professional Digital Photo Studio Kit: Lets you take professional-quality photos; includes 2 high-output tabletop lights, a 16"" cubed soft-lighting frame and an adjustable mini tabletop tripod; multicompartment, padded carrying case"
1003163,"[{u'id': u'abcat0207000', u'name': u'Musical Instruments'}, {u'id': u'pcmcat152100050020', u'name': u'Recording Equipment'}, {u'id': u'pcmcat152100050026', u'name': u'Sound Recording Software'}]",Groovy Shapes Volume 1 - Windows|Mac,http://www.bestbuy.com/site/groovy-shapes-volume-1-windowsmac/1003163.p?id=1219460764898&skuId=1003163CC,69.95,884088084479,0,99104241500,Sibelius,Software,http://img.bbystatic.com/BestBuy_US/images/pac/products/1312/1312451498/1312451498_sa.jpg,"SIBELIUS Groovy Shapes Volume 1: Teaches the basics of sound, rhythm, pitch and composition; guides students through progressive exercises; lets students create original music; for ages 5 to 7 years"
1003172,"[{u'id': u'abcat0207000', u'name': u'Musical Instruments'}, {u'id': u'pcmcat152100050020', u'name': u'Recording Equipment'}, {u'id': u'pcmcat152100050022', u'name': u'Audio Interfaces'}]",PreSonus - AudioBox iTwo Recording System - Blue/Gray,http://www.bestbuy.com/site/presonus-audiobox-itwo-recording-system-blue-gray/1003172.p?id=1219460769814&skuId=1003172&cmp=RMXCC,159.99,673454002939,0,ABXITWO,PreSonus,HardGood,http://img.bbystatic.com/BestBuy_US/images/products/1003/1003172_sa.jpg,"PRESONUS AudioBox iTwo Recording System: Compatible with Apple iPad, Windows and Mac recording software; 2 combo microphone/line/instrument inputs; Class A microphone preamplifier; balanced TRS monitor output; MIDI I/O; 24-bit/96kHz converters"
