path,subCategories,id,name
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0102000', u'name': u'Blu-ray & DVD Players'}, {u'id': u'abcat0102005', u'name': u'DVD Players'}]","[{u'id': u'pcmcat138100050024', u'name': u'TV & Home Theater Services'}]",abcat0102005,DVD Players
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0102000', u'name': u'Blu-ray & DVD Players'}, {u'id': u'abcat0102006', u'name': u'DVD Recorders'}]","[{u'id': u'pcmcat138100050024', u'name': u'TV & Home Theater Services'}]",abcat0102006,DVD Recorders
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0102000', u'name': u'Blu-ray & DVD Players'}, {u'id': u'abcat0102007', u'name': u'DVD/VCR Combos'}]","[{u'id': u'pcmcat138100050024', u'name': u'TV & Home Theater Services'}]",abcat0102007,DVD/VCR Combos
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0102000', u'name': u'Blu-ray & DVD Players'}, {u'id': u'pcmcat219900050000', u'name': u'Portable DVD Players & Accessories'}, {u'id': u'abcat0102008', u'name': u'Portable DVD Players'}]",[],abcat0102008,Portable DVD Players
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0107000', u'name': u'TV & Home Theater Accessories'}, {u'id': u'abcat0104000', u'name': u'Digital TV Tuners & Converters'}]",[],abcat0104000,Digital TV Tuners & Converters
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0105000', u'name': u'TV & Internet Service Providers'}]","[{u'id': u'abcat0105001', u'name': u'Satellite TV Service Providers'}, {u'id': u'pcmcat128700050036', u'name': u'Upgrade DIRECTV'}, {u'id': u'abcat0105004', u'name': u'Cable TV Service Providers'}, {u'id': u'abcat0514000', u'name': u'Internet Services'}, {u'id': u'pcmcat166000050027', u'name': u'TiVo'}, {u'id': u'pcmcat186800050010', u'name': u'Fiber Optic TV'}, {u'id': u'pcmcat340700050003', u'name': u'Home Connections'}, {u'id': u'pcmcat383800050004', u'name': u'Modem with New Service Offer'}]",abcat0105000,TV & Internet Service Providers
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0105000', u'name': u'TV & Internet Service Providers'}, {u'id': u'pcmcat128700050036', u'name': u'Upgrade DIRECTV'}, {u'id': u'abcat0105002', u'name': u'DIRECTV DVRs'}]",[],abcat0105002,DIRECTV DVRs
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0105000', u'name': u'TV & Internet Service Providers'}, {u'id': u'pcmcat128700050036', u'name': u'Upgrade DIRECTV'}, {u'id': u'abcat0105003', u'name': u'DIRECTV Receivers'}]",[],abcat0105003,DIRECTV Receivers
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0105000', u'name': u'TV & Internet Service Providers'}, {u'id': u'abcat0105004', u'name': u'Cable TV Service Providers'}]",[],abcat0105004,Cable TV Service Providers
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0106000', u'name': u'TV Stands, Mounts & Furniture'}]","[{u'id': u'abcat0106001', u'name': u'TV Stands'}, {u'id': u'abcat0106004', u'name': u'TV Mounts'}, {u'id': u'pcmcat332100050008', u'name': u'Projector Mounts & Screens'}, {u'id': u'pcmcat332100050010', u'name': u'Speaker Stands & Mounts'}, {u'id': u'pcmcat332100050015', u'name': u'A/V Component Shelving'}, {u'id': u'abcat0106008', u'name': u'A/V Component Racks'}, {u'id': u'abcat0106010', u'name': u'CD & DVD Media Storage'}, {u'id': u'abcat0106021', u'name': u'Gaming Chairs'}, {u'id': u'pcmcat249700050007', u'name': u'Home Theater Furniture'}, {u'id': u'pcmcat219300050000', u'name': u'Magnolia Home Theater TV Stands'}, {u'id': u'pcmcat184500050000', u'name': u'Furniture Assembly'}, {u'id': u'pcmcat218900050031', u'name': u'Furniture Collections'}]",abcat0106000,"TV Stands, Mounts & Furniture"
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0106000', u'name': u'TV Stands, Mounts & Furniture'}, {u'id': u'abcat0106001', u'name': u'TV Stands'}]","[{u'id': u'pcmcat332100050000', u'name': u'All TV Stands'}, {u'id': u'pcmcat332100050001', u'name': u'TV Corner Stands'}, {u'id': u'pcmcat332100050002', u'name': u'TV Stands with Flat-Panel Mounts'}, {u'id': u'pcmcat332100050003', u'name': u'TV Stands with Fireplace'}]",abcat0106001,TV Stands
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0106000', u'name': u'TV Stands, Mounts & Furniture'}, {u'id': u'pcmcat332100050010', u'name': u'Speaker Stands & Mounts'}, {u'id': u'abcat0106002', u'name': u'Speaker Stands'}]",[],abcat0106002,Speaker Stands
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0106000', u'name': u'TV Stands, Mounts & Furniture'}, {u'id': u'abcat0106004', u'name': u'TV Mounts'}]","[{u'id': u'pcmcat332100050018', u'name': u'Full-Motion TV Mounts'}, {u'id': u'pcmcat332100050019', u'name': u'Tilt TV Mounts'}, {u'id': u'pcmcat332100050020', u'name': u'Fixed TV Mounts'}, {u'id': u'pcmcat332100050021', u'name': u'Ceiling TV Mounts'}, {u'id': u'pcmcat275900050017', u'name': u'TV Mount Accessories'}, {u'id': u'pcmcat138100050028', u'name': u'TV Mounting Services'}]",abcat0106004,TV Mounts
"[{u'id': u'abcat0200000', u'name': u'Audio'}, {u'id': u'abcat0208000', u'name': u'Home Audio Accessories'}, {u'id': u'abcat0208015', u'name': u'Speaker Accessories'}, {u'id': u'abcat0106007', u'name': u'Speaker Wall Mounts'}]","[{u'id': u'pcmcat138100050029', u'name': u'Speaker Mounting'}]",abcat0106007,Speaker Wall Mounts
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0106000', u'name': u'TV Stands, Mounts & Furniture'}, {u'id': u'abcat0106008', u'name': u'A/V Component Racks'}]",[],abcat0106008,A/V Component Racks
"[{u'id': u'pcmcat312300050015', u'name': u'Connected Home & Housewares'}, {u'id': u'pcmcat249700050006', u'name': u'Furniture & Decor'}, {u'id': u'pcmcat249700050007', u'name': u'Home Theater Furniture'}, {u'id': u'abcat0106009', u'name': u'Home Theater Seating'}]",[],abcat0106009,Home Theater Seating
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0106000', u'name': u'TV Stands, Mounts & Furniture'}, {u'id': u'abcat0106010', u'name': u'CD & DVD Media Storage'}]","[{u'id': u'abcat0106015', u'name': u'Media Cabinets'}, {u'id': u'pcmcat332100050012', u'name': u'Media Shelf Towers'}, {u'id': u'abcat0106011', u'name': u'Portable CD & DVD Storage'}, {u'id': u'abcat0106020', u'name': u'Jewel Cases'}, {u'id': u'abcat0106019', u'name': u'xFire Safes'}]",abcat0106010,CD & DVD Media Storage
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0106000', u'name': u'TV Stands, Mounts & Furniture'}, {u'id': u'abcat0106010', u'name': u'CD & DVD Media Storage'}, {u'id': u'abcat0106011', u'name': u'Portable CD & DVD Storage'}]","[{u'id': u'abcat0106012', u'name': u'Small'}, {u'id': u'abcat0106013', u'name': u'Medium'}, {u'id': u'abcat0106014', u'name': u'Large'}]",abcat0106011,Portable CD & DVD Storage
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0106000', u'name': u'TV Stands, Mounts & Furniture'}, {u'id': u'abcat0106010', u'name': u'CD & DVD Media Storage'}, {u'id': u'abcat0106015', u'name': u'Media Cabinets'}]","[{u'id': u'abcat0106016', u'name': u'Small'}, {u'id': u'abcat0106017', u'name': u'Medium'}, {u'id': u'abcat0106018', u'name': u'Large'}]",abcat0106015,Media Cabinets
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0106000', u'name': u'TV Stands, Mounts & Furniture'}, {u'id': u'abcat0106010', u'name': u'CD & DVD Media Storage'}, {u'id': u'abcat0106020', u'name': u'Jewel Cases'}]",[],abcat0106020,Jewel Cases
"[{u'id': u'pcmcat312300050015', u'name': u'Connected Home & Housewares'}, {u'id': u'pcmcat249700050006', u'name': u'Furniture & Decor'}, {u'id': u'pcmcat219100050010', u'name': u'Game Room & Bar Furniture'}, {u'id': u'abcat0106021', u'name': u'Gaming Chairs'}]",[],abcat0106021,Gaming Chairs
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0107000', u'name': u'TV & Home Theater Accessories'}]","[{u'id': u'pcmcat206100050021', u'name': u'3D Glasses'}, {u'id': u'abcat0107015', u'name': u'A/V Cables & Connectors'}, {u'id': u'abcat0515001', u'name': u'Blank Discs & Labels'}, {u'id': u'pcmcat269700050013', u'name': u'Cooling & Ventilation'}, {u'id': u'abcat0104000', u'name': u'Digital TV Tuners & Converters'}, {u'id': u'pcmcat175600050011', u'name': u'Home Theater Networking'}, {u'id': u'pcmcat332100050008', u'name': u'Projector Mounts & Screens'}, {u'id': u'abcat0107039', u'name': u'Remote Controls'}, {u'id': u'pcmcat332100050010', u'name': u'Speaker Stands & Mounts'}, {u'id': u'abcat0515042', u'name': u'Surge Protectors & Power'}, {u'id': u'abcat0107034', u'name': u'TV & Media Cleaning & Care'}, {u'id': u'abcat0107004', u'name': u'TV Antennas'}, {u'id': u'abcat0107036', u'name': u'TV Screen Protectors & Cleaners'}, {u'id': u'abcat0106000', u'name': u'TV Stands, Mounts & Furniture'}, {u'id': u'abcat0106003', u'name': u'Mounts & Brackets'}, {u'id': u'abcat0107045', u'name': u'A/V Surge Protectors & Power'}, {u'id': u'pcmcat184000050011', u'name': u'Do-It-Yourself Tools'}, {u'id': u'abcat0107009', u'name': u'Blank Media'}]",abcat0107000,TV & Home Theater Accessories
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0107000', u'name': u'TV & Home Theater Accessories'}, {u'id': u'abcat0107004', u'name': u'TV Antennas'}]","[{u'id': u'abcat0107005', u'name': u'Amplified TV Antennas'}, {u'id': u'abcat0107006', u'name': u'HDTV Antennas'}, {u'id': u'abcat0107007', u'name': u'Non-Amplified TV Antennas'}, {u'id': u'abcat0107008', u'name': u'Outdoor TV Antennas'}]",abcat0107004,TV Antennas
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0107000', u'name': u'TV & Home Theater Accessories'}, {u'id': u'abcat0107015', u'name': u'A/V Cables & Connectors'}]","[{u'id': u'abcat0107020', u'name': u'HDMI Cables'}, {u'id': u'abcat0107017', u'name': u'Coax A/V Cables'}, {u'id': u'abcat0107018', u'name': u'Component Video Cables'}, {u'id': u'abcat0107022', u'name': u'S-Video Cables'}, {u'id': u'abcat0107019', u'name': u'Composite Video Cables'}, {u'id': u'pcmcat175600050012', u'name': u'Digital Audio Cables'}, {u'id': u'pcmcat175600050015', u'name': u'Speaker & Subwoofer Cables'}, {u'id': u'pcmcat175600050018', u'name': u'Speaker Cables'}, {u'id': u'pcmcat175600050019', u'name': u'Subwoofer Cables'}, {u'id': u'pcmcat175600050016', u'name': u'A/V Switchers'}, {u'id': u'pcmcat175600050017', u'name': u'Splitters, Couplers & Adapters'}, {u'id': u'pcmcat166600050000', u'name': u'Cable Management & Concealment'}]",abcat0107015,A/V Cables & Connectors
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0107000', u'name': u'TV & Home Theater Accessories'}, {u'id': u'abcat0107015', u'name': u'A/V Cables & Connectors'}, {u'id': u'abcat0107017', u'name': u'Coax A/V Cables'}]",[],abcat0107017,Coax A/V Cables
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0107000', u'name': u'TV & Home Theater Accessories'}, {u'id': u'abcat0107015', u'name': u'A/V Cables & Connectors'}, {u'id': u'abcat0107018', u'name': u'Component Video Cables'}]",[],abcat0107018,Component Video Cables
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0107000', u'name': u'TV & Home Theater Accessories'}, {u'id': u'abcat0107015', u'name': u'A/V Cables & Connectors'}, {u'id': u'abcat0107019', u'name': u'Composite Video Cables'}]",[],abcat0107019,Composite Video Cables
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0107000', u'name': u'TV & Home Theater Accessories'}, {u'id': u'abcat0107015', u'name': u'A/V Cables & Connectors'}, {u'id': u'abcat0107020', u'name': u'HDMI Cables'}]",[],abcat0107020,HDMI Cables
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0107000', u'name': u'TV & Home Theater Accessories'}, {u'id': u'abcat0107015', u'name': u'A/V Cables & Connectors'}, {u'id': u'abcat0107022', u'name': u'S-Video Cables'}]",[],abcat0107022,S-Video Cables
"[{u'id': u'abcat0200000', u'name': u'Audio'}, {u'id': u'abcat0208000', u'name': u'Home Audio Accessories'}, {u'id': u'abcat0208015', u'name': u'Speaker Accessories'}, {u'id': u'abcat0107031', u'name': u'Speaker Cables & Wire'}]","[{u'id': u'pcmcat369700050026', u'name': u'Speaker Cables'}, {u'id': u'pcmcat369700050027', u'name': u'Speaker Wire'}]",abcat0107031,Speaker Cables & Wire
"[{u'id': u'abcat0200000', u'name': u'Audio'}, {u'id': u'abcat0208000', u'name': u'Home Audio Accessories'}, {u'id': u'abcat0208015', u'name': u'Speaker Accessories'}, {u'id': u'abcat0107032', u'name': u'Speaker Selector Switches'}]",[],abcat0107032,Speaker Selector Switches
"[{u'id': u'abcat0200000', u'name': u'Audio'}, {u'id': u'abcat0208000', u'name': u'Home Audio Accessories'}, {u'id': u'abcat0208015', u'name': u'Speaker Accessories'}, {u'id': u'abcat0107033', u'name': u'Subwoofer Cables'}]",[],abcat0107033,Subwoofer Cables
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0107000', u'name': u'TV & Home Theater Accessories'}, {u'id': u'abcat0107034', u'name': u'TV & Media Cleaning & Care'}]","[{u'id': u'abcat0107037', u'name': u'Tape Rewinders'}, {u'id': u'abcat0107038', u'name': u'VCR Cleaners'}]",abcat0107034,TV & Media Cleaning & Care
"[{u'id': u'abcat0200000', u'name': u'Audio'}, {u'id': u'abcat0208000', u'name': u'Home Audio Accessories'}, {u'id': u'abcat0107035', u'name': u'CD & DVD Cleaners & Repairers'}]",[],abcat0107035,CD & DVD Cleaners & Repairers
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0107000', u'name': u'TV & Home Theater Accessories'}, {u'id': u'abcat0107036', u'name': u'TV Screen Protectors & Cleaners'}]",[],abcat0107036,TV Screen Protectors & Cleaners
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0107000', u'name': u'TV & Home Theater Accessories'}, {u'id': u'abcat0107034', u'name': u'TV & Media Cleaning & Care'}, {u'id': u'abcat0107037', u'name': u'Tape Rewinders'}]",[],abcat0107037,Tape Rewinders
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0107000', u'name': u'TV & Home Theater Accessories'}, {u'id': u'abcat0107034', u'name': u'TV & Media Cleaning & Care'}, {u'id': u'abcat0107038', u'name': u'VCR Cleaners'}]",[],abcat0107038,VCR Cleaners
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0107000', u'name': u'TV & Home Theater Accessories'}, {u'id': u'abcat0107039', u'name': u'Remote Controls'}]","[{u'id': u'abcat0107040', u'name': u'Universal Remote Controls'}, {u'id': u'pcmcat256500050006', u'name': u'Remote Control Appcessories\xbf Products'}, {u'id': u'abcat0107041', u'name': u'Standard Remote Controls'}, {u'id': u'pcmcat224000050003', u'name': u'Remote Control Accessories'}, {u'id': u'pcmcat138100050030', u'name': u'Remote Control Programming'}]",abcat0107039,Remote Controls
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0107000', u'name': u'TV & Home Theater Accessories'}, {u'id': u'abcat0107039', u'name': u'Remote Controls'}, {u'id': u'abcat0107040', u'name': u'Universal Remote Controls'}]","[{u'id': u'pcmcat138100050030', u'name': u'Remote Control Programming'}]",abcat0107040,Universal Remote Controls
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0101000', u'name': u'TVs'}, {u'id': u'abcat0107001', u'name': u'TV Accessories'}, {u'id': u'abcat0107042', u'name': u'Satellite TV Accessories'}]","[{u'id': u'abcat0107043', u'name': u'Satellite TV Cables, Splitters & Switches'}, {u'id': u'abcat0107044', u'name': u'Satellite TV Power Centers'}]",abcat0107042,Satellite TV Accessories
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0101000', u'name': u'TVs'}, {u'id': u'abcat0107001', u'name': u'TV Accessories'}, {u'id': u'abcat0107042', u'name': u'Satellite TV Accessories'}, {u'id': u'abcat0107043', u'name': u'Satellite TV Cables, Splitters & Switches'}]",[],abcat0107043,"Satellite TV Cables, Splitters & Switches"
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0101000', u'name': u'TVs'}, {u'id': u'abcat0107001', u'name': u'TV Accessories'}, {u'id': u'abcat0107042', u'name': u'Satellite TV Accessories'}, {u'id': u'abcat0107044', u'name': u'Satellite TV Power Centers'}]",[],abcat0107044,Satellite TV Power Centers
"[{u'id': u'abcat0100000', u'name': u'TV & Home Theater'}, {u'id': u'abcat0107000', u'name': u'TV & Home Theater Accessories'}, {u'id': u'abcat0107045', u'name': u'A/V Surge Protectors & Power'}]","[{u'id': u'abcat0107046', u'name': u'AV Surge Protectors'}, {u'id': u'abcat0107048', u'name': u'Home Theater Power Centers'}, {u'id': u'pcmcat254000050000', u'name': u'AV Power Conditioners'}]",abcat0107045,A/V Surge Protectors & Power
"[{u'id': u'abcat0200000', u'name': u'Audio'}]","[{u'id': u'abcat0201000', u'name': u'iPod and MP3 Players'}, {u'id': u'abcat0208007', u'name': u'iPod & MP3 Player Accessories'}, {u'id': u'pcmcat241600050001', u'name': u'Home Audio'}, {u'id': u'abcat0202000', u'name': u'Audio Systems & Components'}, {u'id': u'abcat0204000', u'name': u'Headphones'}, {u'id': u'abcat0206000', u'name': u'Boomboxes, CD Players & Radios'}, {u'id': u'abcat0302019', u'name': u'Satellite Radios'}, {u'id': u'pcmcat156500050009', u'name': u'HD Radio'}, {u'id': u'abcat0302000', u'name': u'Car Audio'}, {u'id': u'abcat0302038', u'name': u'Marine Audio'}, {u'id': u'pcmcat156300050010', u'name': u'Marine Audio'}, {u'id': u'pcmcat152100050020', u'name': u'Recording Equipment'}, {u'id': u'pcmcat138100050024', u'name': u'TV & Home Theater Services'}, {u'id': u'pcmcat253300050003', u'name': u'Audio Stands & Storage'}, {u'id': u'abcat0208000', u'name': u'Home Audio Accessories'}, {u'id': u'pcmcat185200050009', u'name': u'Portable Audio Services'}, {u'id': u'pcmcat310200050004', u'name': u'Bluetooth & Wireless Speakers'}, {u'id': u'pcmcat344200050005', u'name': u'Docks, Radios & Boomboxes'}]",abcat0200000,Audio
"[{u'id': u'abcat0200000', u'name': u'Audio'}, {u'id': u'abcat0201000', u'name': u'iPod and MP3 Players'}]","[{u'id': u'abcat0201011', u'name': u'All iPod & MP3 Players'}, {u'id': u'abcat0201009', u'name': u'iPods'}, {u'id': u'abcat0201010', u'name': u'MP3 Players'}, {u'id': u'abcat0208007', u'name': u'iPod & MP3 Player Accessories'}, {u'id': u'pcmcat185200050009', u'name': u'Portable Audio Services'}, {u'id': u'pcmcat281200050013', u'name': u'iTunes Gift Cards'}, {u'id': u'pcmcat168000050060', u'name': u""Kids' MP3 Players""}, {u'id': u'pcmcat165100050011', u'name': u'slotMusic Players'}, {u'id': u'pcmcat205300050000', u'name': u'iPod & MP3 Player Package Deals'}, {u'id': u'pcmcat165100050012', u'name': u'slotRadio'}, {u'id': u'abcat0201001', u'name': u'Music Only'}, {u'id': u'abcat0201002', u'name': u'Music & Photo'}, {u'id': u'abcat0201005', u'name': u'Digital Music'}, {u'id': u'abcat0201004', u'name': u'Music & Photo & Video'}, {u'id': u'abcat0201003', u'name': u'Music & More'}, {u'id': u'abcat0602000', u'name': u'Digital Music Downloads'}, {u'id': u'abcat0604000', u'name': u'Podcasts & Streams'}, {u'id': u'pcmcat195000050013', u'name': u'iPod Nano'}, {u'id': u'pcmcat195000050014', u'name': u'iPod Shuffle'}, {u'id': u'pcmcat195000050015', u'name': u'iPod Touch'}]",abcat0201000,iPod and MP3 Players
